zipcode,daily commute time,violent_crime_index,property_crime_index,Provider ID,Hospital Name,Location,State,County Name,household income,population,average age,race white percentage,race black percentage,race asian percentage,race hispanic percentage,race other percentage,schoolid,schoolname,lat,lng,schoollevel,schooltype,average score,teacher student ratio,enrollment,freelunch ratio,ethnic african ratio,ethnic asian ratio,ethnic hispanic ratio,ethnic white student ratio,ethnic two_or_more ratio,ethnic others ratio
92646,28.0,17.8,25.3,,,,,,"87,110","55,869",43.5,72.4,0.7,10.3,12.4,4.2,61803007190.0,John R. Peterson Elementary,33.662645,-117.98473700000001,Elementary,public,90.97,29.4,677.0,22.9,0.74,10.93,20.53,56.72,10.49,0.59
92647,28.0,35.4,44.0,50526.0,HUNTINGTON BEACH HOSPITAL,"17772 BEACH BLVD HUNTINGTON BEACH, CA 92647 (33.703889, -117.989065)",CA,ORANGE,"74,637","62,141",35.6,54.0,0.8,12.1,29.7,3.4,64215012492.0,Ada Clegg Elementary,33.747813,-118.018803,Elementary,public,85.39,23.5,554.0,46.9,0.54,30.32,38.27,24.01,5.96,0.9
92647,28.0,35.4,44.0,50526.0,HUNTINGTON BEACH HOSPITAL,"17772 BEACH BLVD HUNTINGTON BEACH, CA 92647 (33.703889, -117.989065)",CA,ORANGE,"74,637","62,141",35.6,54.0,0.8,12.1,29.7,3.4,62814004328.0,Circle View Elementary,33.732918,-118.019365,Elementary,public,95.42,26.6,692.0,19.5,0.87,22.83,17.34,51.16,7.51,0.29
92647,28.0,35.4,44.0,50526.0,HUNTINGTON BEACH HOSPITAL,"17772 BEACH BLVD HUNTINGTON BEACH, CA 92647 (33.703889, -117.989065)",CA,ORANGE,"74,637","62,141",35.6,54.0,0.8,12.1,29.7,3.4,61806008856.0,Coast High,33.720733,-118.003925,High,public,61.86,16.9,198.0,20.2,0.51,8.59,25.76,54.04,5.05,6.05
92647,28.0,35.4,44.0,50526.0,HUNTINGTON BEACH HOSPITAL,"17772 BEACH BLVD HUNTINGTON BEACH, CA 92647 (33.703889, -117.989065)",CA,ORANGE,"74,637","62,141",35.6,54.0,0.8,12.1,29.7,3.4,62814004329.0,College View Elementary,33.726534,-118.013512,Elementary,public,66.53,24.3,439.0,52.2,1.37,6.15,49.89,34.17,7.97,0.45
92647,28.0,35.4,44.0,50526.0,HUNTINGTON BEACH HOSPITAL,"17772 BEACH BLVD HUNTINGTON BEACH, CA 92647 (33.703889, -117.989065)",CA,ORANGE,"74,637","62,141",35.6,54.0,0.8,12.1,29.7,3.4,62814004332.0,Golden View Elementary,33.711437,-118.011848,Elementary,public,48.45,25.1,403.0,43.9,2.48,7.2,42.43,42.68,4.22,0.99
92647,28.0,35.4,44.0,50526.0,HUNTINGTON BEACH HOSPITAL,"17772 BEACH BLVD HUNTINGTON BEACH, CA 92647 (33.703889, -117.989065)",CA,ORANGE,"74,637","62,141",35.6,54.0,0.8,12.1,29.7,3.4,64215006903.0,Helen Stacey Middle,33.747461,-118.01876999999999,Middle,public,79.2,24.0,839.0,53.8,0.36,35.28,32.9,25.39,5.6,0.47
92647,28.0,35.4,44.0,50526.0,HUNTINGTON BEACH HOSPITAL,"17772 BEACH BLVD HUNTINGTON BEACH, CA 92647 (33.703889, -117.989065)",CA,ORANGE,"74,637","62,141",35.6,54.0,0.8,12.1,29.7,3.4,62814004335.0,Hope View Elementary,33.70628,-118.018667,Elementary,public,90.85,25.0,600.0,18.2,0.5,10.83,18.5,62.17,7.83,0.17
92647,28.0,35.4,44.0,50526.0,HUNTINGTON BEACH HOSPITAL,"17772 BEACH BLVD HUNTINGTON BEACH, CA 92647 (33.703889, -117.989065)",CA,ORANGE,"74,637","62,141",35.6,54.0,0.8,12.1,29.7,3.4,62814004336.0,Lake View Elementary,33.708921000000004,-117.982156,Elementary,public,63.36,22.4,314.0,57.3,2.87,14.33,52.87,25.8,4.14,0.0
92647,28.0,35.4,44.0,50526.0,HUNTINGTON BEACH HOSPITAL,"17772 BEACH BLVD HUNTINGTON BEACH, CA 92647 (33.703889, -117.989065)",CA,ORANGE,"74,637","62,141",35.6,54.0,0.8,12.1,29.7,3.4,62814004340.0,Mesa View Middle,33.706346,-118.011703,Middle,public,92.87,23.8,810.0,24.3,1.6,18.64,27.78,43.95,7.53,0.5
92648,30.0,27.0,35.8,,,,,,"85,857","47,424",37.4,68.3,0.8,9.9,17.3,3.7,61803002224.0,Agnes L. Smith Elementary,33.671471999999994,-118.00498799999998,Elementary,public,87.56,28.5,829.0,19.8,1.09,6.63,21.71,59.83,10.13,0.61
92648,30.0,27.0,35.8,,,,,,"85,857","47,424",37.4,68.3,0.8,9.9,17.3,3.7,61803002215.0,Ethel Dwyer Middle,33.66984,-118.00488,Middle,public,89.2,27.4,1317.0,22.3,0.38,11.16,23.08,56.64,8.05,0.69
92648,30.0,27.0,35.8,,,,,,"85,857","47,424",37.4,68.3,0.8,9.9,17.3,3.7,61806002230.0,Huntington Beach High,33.676404999999995,-118.00236299999999,High,public,93.14,27.1,2946.0,13.2,1.32,11.3,20.64,59.03,5.97,1.74
92648,30.0,27.0,35.8,,,,,,"85,857","47,424",37.4,68.3,0.8,9.9,17.3,3.7,61803008242.0,Huntington Seacliff Elementary,33.687608000000004,-118.011403,Elementary,public,97.5,27.9,727.0,4.1,0.14,23.25,14.44,48.83,12.38,0.96
92649,30.0,23.4,31.5,,,,,,"86,469","34,276",37.4,67.9,0.5,13.0,14.3,4.3,62814004333.0,Harbour View Elementary,33.721311,-118.0526,Elementary,public,88.06,27.3,739.0,28.3,0.68,7.71,30.31,51.29,9.61,0.4
92649,30.0,23.4,31.5,,,,,,"86,469","34,276",37.4,67.9,0.5,13.0,14.3,4.3,61806002232.0,Marina High,33.731806,-118.026339,High,public,88.48,25.3,2386.0,18.9,0.88,21.17,19.87,50.75,4.61,2.72
92649,30.0,23.4,31.5,,,,,,"86,469","34,276",37.4,67.9,0.5,13.0,14.3,4.3,62814004338.0,Marine View Middle,33.709676,-118.029385,Middle,public,79.74,23.9,814.0,31.1,0.86,7.86,34.4,50.74,5.77,0.37
92649,30.0,23.4,31.5,,,,,,"86,469","34,276",37.4,67.9,0.5,13.0,14.3,4.3,62814004349.0,Village View Elementary,33.727282,-118.034646,Elementary,public,83.69,21.8,459.0,21.1,0.22,9.8,24.18,57.3,7.84,0.66
92612,22.0,15.8,31.8,,,,,,"67,039","32,083",29.5,48.1,1.7,37.0,10.3,2.9,68450007062.0,Rancho San Joaquin Middle,33.663081,-117.80792,Middle,public,96.73,25.7,863.0,13.3,1.62,50.17,7.07,33.84,6.84,0.46
92612,22.0,15.8,31.8,,,,,,"67,039","32,083",29.5,48.1,1.7,37.0,10.3,2.9,68450007067.0,University High,33.651317,-117.822847,High,public,94.15,25.6,2558.0,14.5,2.23,49.61,8.41,34.71,4.57,0.47
92612,22.0,15.8,31.8,,,,,,"67,039","32,083",29.5,48.1,1.7,37.0,10.3,2.9,68450007068.0,University Park Elementary,33.662074,-117.81968400000001,Elementary,public,83.6,29.0,581.0,22.5,3.79,42.34,9.98,35.11,8.78,-0.0
92614,24.0,8.5,21.5,,,,,,"95,984","25,271",35.1,49.9,1.5,33.9,10.5,4.2,68450007053.0,Culverdale Elementary,33.675202,-117.822011,Elementary,public,62.64,27.3,744.0,34.7,6.45,35.22,21.1,27.28,9.14,0.81
92614,24.0,8.5,21.5,,,,,,"95,984","25,271",35.1,49.9,1.5,33.9,10.5,4.2,68450009212.0,Meadow Park Elementary,33.671421,-117.808949,Elementary,public,94.63,26.9,679.0,17.8,2.95,31.81,15.32,38.88,10.6,0.44
92614,24.0,8.5,21.5,,,,,,"95,984","25,271",35.1,49.9,1.5,33.9,10.5,4.2,68450003493.0,South Lake Middle,33.668732,-117.80931499999998,Middle,public,91.5,23.6,747.0,27.3,4.55,34.4,13.52,40.7,6.02,0.81
92614,24.0,8.5,21.5,,,,,,"95,984","25,271",35.1,49.9,1.5,33.9,10.5,4.2,68450009468.0,Springbrook Elementary,33.669509999999995,-117.79840700000001,Elementary,public,86.14,28.5,628.0,21.3,2.07,37.74,17.52,32.48,9.55,0.64
92614,24.0,8.5,21.5,,,,,,"95,984","25,271",35.1,49.9,1.5,33.9,10.5,4.2,68450010267.0,Westpark Elementary,33.679724,-117.82766000000001,Elementary,public,95.73,26.9,844.0,12.6,1.42,52.96,9.0,25.0,11.37,0.25
92617,18.0,9.2,26.7,,,,,,"41,536","17,232",21.3,39.2,1.4,35.0,17.8,6.6,,,,,,,,,,,,,,,,
92618,27.0,8.5,21.5,50769.0,HOAG ORTHOPEDIC INSTITUTE,"16250 SAND CANYON AVENUE IRVINE, CA 92618 (33.66095, -117.774478)",CA,ORANGE,"97,470","34,704",34.3,44.7,4.4,36.9,9.2,4.8,68450010572.0,Oak Creek Elementary,33.665076,-117.783728,Elementary,public,91.42,29.9,912.0,14.6,1.54,41.89,12.5,33.77,9.65,0.65
92618,27.0,8.5,21.5,50769.0,HOAG ORTHOPEDIC INSTITUTE,"16250 SAND CANYON AVENUE IRVINE, CA 92618 (33.66095, -117.774478)",CA,ORANGE,"97,470","34,704",34.3,44.7,4.4,36.9,9.2,4.8,68450013796.0,Portola Springs Elementary,33.693825,-117.711404,Elementary,public,96.74,27.5,776.0,6.1,1.03,59.66,9.41,20.36,9.41,0.13
92620,28.0,8.1,19.3,,,,,,"102,160","48,752",37.2,38.5,1.7,46.0,7.5,6.3,68450009211.0,Brywood Elementary,33.711232,-117.773445,Elementary,public,96.52,30.3,552.0,10.9,0.36,56.34,12.14,19.57,11.23,0.36
92620,28.0,8.1,19.3,,,,,,"102,160","48,752",37.2,38.5,1.7,46.0,7.5,6.3,68450007598.0,Canyon View Elementary,33.726849,-117.754329,Elementary,public,96.62,27.0,681.0,6.0,2.06,59.62,7.05,20.7,10.28,0.29
92620,28.0,8.1,19.3,,,,,,"102,160","48,752",37.2,38.5,1.7,46.0,7.5,6.3,68450013794.0,Cypress Village Elementary,33.685621000000005,-117.758652,Elementary,public,93.65,29.5,1004.0,12.1,1.59,63.35,8.37,18.33,8.07,0.29
92602,27.0,8.3,20.4,,,,,,"104,149","26,351",34.1,37.1,2.1,45.2,9.9,5.7,64015010994.0,Arnold O. Beckman High,33.71772,-117.782453,High,public,94.49,27.6,2879.0,20.8,2.12,40.26,23.03,30.5,3.58,0.51
92602,27.0,8.3,20.4,,,,,,"104,149","26,351",34.1,37.1,2.1,45.2,9.9,5.7,64015010995.0,Hicks Canyon Elementary,33.727841,-117.77150900000001,Elementary,public,95.14,27.0,947.0,13.2,2.85,53.43,11.4,25.87,6.02,0.43
92602,27.0,8.3,20.4,,,,,,"104,149","26,351",34.1,37.1,2.1,45.2,9.9,5.7,64015008758.0,Myford Elementary,33.735319,-117.77588700000001,Elementary,public,92.73,27.9,684.0,13.5,3.07,47.81,15.35,25.29,8.19,0.29
92602,27.0,8.3,20.4,,,,,,"104,149","26,351",34.1,37.1,2.1,45.2,9.9,5.7,64015012571.0,Orchard Hills,33.739833000000004,-117.758035,Elementary,public,97.5,31.4,1233.0,11.8,2.51,53.12,11.11,29.2,3.65,0.41
92603,28.0,7.6,17.0,,,,,,"120,686","20,741",40.1,56.8,0.4,34.0,5.1,3.7,68450007373.0,Alderwood Elementary,33.648649,-117.776106,Elementary,public,94.9,28.6,837.0,9.0,1.55,45.64,12.19,28.32,12.07,0.23
92603,28.0,7.6,17.0,,,,,,"120,686","20,741",40.1,56.8,0.4,34.0,5.1,3.7,68450007051.0,Bonita Canyon Elementary,33.633695,-117.81281399999999,Elementary,public,95.41,29.8,463.0,3.7,0.43,33.26,7.78,44.92,13.61,0.0
92603,28.0,7.6,17.0,,,,,,"120,686","20,741",40.1,56.8,0.4,34.0,5.1,3.7,68450007066.0,Turtle Rock Elementary,33.647569,-117.81806499999999,Elementary,public,98.35,29.5,864.0,11.0,0.93,53.59,9.38,25.81,10.07,0.22
92603,28.0,7.6,17.0,,,,,,"120,686","20,741",40.1,56.8,0.4,34.0,5.1,3.7,68450007070.0,Vista Verde,33.629867,-117.827425,Elementary,public,97.79,26.5,911.0,4.4,0.11,25.47,7.46,56.2,10.76,-0.0
92604,24.0,8.4,20.8,,,,,,"91,180","28,656",38.3,51.5,1.6,30.2,11.7,5.0,68450007054.0,Deerfield Elementary,33.693686,-117.791642,Elementary,public,95.15,31.5,695.0,16.0,3.17,57.41,12.09,17.27,9.35,0.71
92604,24.0,8.4,20.8,,,,,,"91,180","28,656",38.3,51.5,1.6,30.2,11.7,5.0,68450007055.0,Eastshore Elementary,33.678802000000005,-117.792299,Elementary,public,94.23,29.5,621.0,12.7,2.25,39.29,12.24,33.98,12.24,0.0
92604,24.0,8.4,20.8,,,,,,"91,180","28,656",38.3,51.5,1.6,30.2,11.7,5.0,68450007058.0,Greentree Elementary,33.698502000000005,-117.788684,Elementary,public,83.89,30.1,483.0,18.2,1.24,32.71,23.19,30.43,11.8,0.63
92604,24.0,8.4,20.8,,,,,,"91,180","28,656",38.3,51.5,1.6,30.2,11.7,5.0,68450007059.0,Irvine High,33.70237,-117.782242,High,public,90.71,26.7,2067.0,19.4,2.85,53.75,11.76,27.91,2.9,0.83
92604,24.0,8.4,20.8,,,,,,"91,180","28,656",38.3,51.5,1.6,30.2,11.7,5.0,68450007060.0,Lakeside Middle,33.684415,-117.795722,Middle,public,96.51,24.8,711.0,14.5,1.69,42.05,11.67,37.41,6.47,0.71
92604,24.0,8.4,20.8,,,,,,"91,180","28,656",38.3,51.5,1.6,30.2,11.7,5.0,68450007065.0,Stone Creek Elementary,33.684712,-117.802553,Elementary,public,96.52,31.2,593.0,9.8,1.18,36.93,12.65,36.76,12.31,0.17
92604,24.0,8.4,20.8,,,,,,"91,180","28,656",38.3,51.5,1.6,30.2,11.7,5.0,68450007069.0,Venado Middle,33.692811,-117.79010500000001,Middle,public,94.07,24.3,658.0,14.1,2.74,46.96,12.77,29.18,8.21,0.14
92604,24.0,8.4,20.8,,,,,,"91,180","28,656",38.3,51.5,1.6,30.2,11.7,5.0,68450007376.0,Woodbridge High,33.678783,-117.80613600000001,High,public,94.71,25.8,2465.0,17.8,2.39,40.08,10.67,41.38,4.91,0.57
92606,24.0,9.0,25.4,,,,,,"90,228","23,895",36.9,36.4,3.1,43.9,10.9,5.7,68450009467.0,Alternative Education-San Joaquin High,33.689617999999996,-117.819244,Alternative,virtual,57.11,8.8,59.0,5.1,3.39,27.12,10.17,45.76,11.86,1.7
92606,24.0,9.0,25.4,,,,,,"90,228","23,895",36.9,36.4,3.1,43.9,10.9,5.7,68450007052.0,College Park Elementary,33.705911,-117.79266799999999,Elementary,public,90.9,28.6,779.0,10.7,0.51,53.92,10.78,25.55,8.99,0.25
92606,24.0,9.0,25.4,,,,,,"90,228","23,895",36.9,36.4,3.1,43.9,10.9,5.7,68450007063.0,Creekside High,33.690670000000004,-117.820151,High,public,17.47,9.7,93.0,52.7,10.75,9.68,40.86,34.41,4.3,-0.0
90631,31.0,29.7,36.5,,,,,,"66,553","69,579",34.6,31.8,0.9,9.1,56.2,2.0,62301005900.0,El Portal Elementary,33.933376,-117.96565,Elementary,public,76.18,26.6,507.0,45.2,1.58,2.76,68.64,24.65,1.58,0.79
90631,31.0,29.7,36.5,,,,,,"66,553","69,579",34.6,31.8,0.9,9.1,56.2,2.0,62019002412.0,Imperial Middle,33.914571,-117.95346200000002,Middle,public,25.94,23.9,779.0,73.3,1.8,2.7,86.26,7.57,1.41,0.26
90631,31.0,29.7,36.5,,,,,,"66,553","69,579",34.6,31.8,0.9,9.1,56.2,2.0,61476001811.0,La Habra High,33.937016,-117.95681,High,public,68.79,30.9,2213.0,44.5,2.12,2.98,70.76,22.28,0.95,0.91
90631,31.0,29.7,36.5,,,,,,"66,553","69,579",34.6,31.8,0.9,9.1,56.2,2.0,62019002415.0,Las Positas Elementary,33.914612,-117.95550800000001,Elementary,public,38.44,25.6,461.0,77.0,1.08,3.25,86.33,6.72,2.39,0.23
90631,31.0,29.7,36.5,,,,,,"66,553","69,579",34.6,31.8,0.9,9.1,56.2,2.0,62301003509.0,Macy Elementary,33.945013,-117.971675,Elementary,public,71.85,26.3,526.0,24.0,1.14,4.56,59.13,32.7,2.09,0.38
90631,31.0,29.7,36.5,,,,,,"66,553","69,579",34.6,31.8,0.9,9.1,56.2,2.0,62301003511.0,Olita Elementary,33.921345,-117.973524,Elementary,public,62.46,25.1,452.0,40.5,2.21,4.87,68.14,23.01,1.55,0.22
90631,31.0,29.7,36.5,,,,,,"66,553","69,579",34.6,31.8,0.9,9.1,56.2,2.0,62019002416.0,Sierra Vista Elementary,33.938548,-117.92768999999998,Elementary,public,42.1,28.8,519.0,73.2,0.39,3.66,84.39,8.67,2.7,0.19
90631,31.0,29.7,36.5,,,,,,"66,553","69,579",34.6,31.8,0.9,9.1,56.2,2.0,61476001814.0,Sonora High,33.927174,-117.92525800000001,High,public,81.54,30.7,1884.0,42.1,1.06,8.86,69.0,18.15,2.55,0.38
90631,31.0,29.7,36.5,,,,,,"66,553","69,579",34.6,31.8,0.9,9.1,56.2,2.0,62019002419.0,Walnut Elementary,33.937774,-117.951434,Elementary,public,22.52,25.1,578.0,76.1,1.21,1.56,93.43,3.29,0.52,0.0
90631,31.0,29.7,36.5,,,,,,"66,553","69,579",34.6,31.8,0.9,9.1,56.2,2.0,62019002420.0,Washington Middle,33.931032,-117.9381,Middle,public,29.52,25.0,841.0,70.6,0.71,2.14,87.4,8.92,0.83,-0.0
90623,30.0,18.7,26.3,50580.0,LA PALMA INTERCOMMUNITY HOSPITAL,"7901 WALKER STREET LA PALMA, CA 90623 (33.847585, -118.03725)",CA,ORANGE,"83,767","15,882",39.7,28.5,5.0,46.0,16.3,4.2,60807000779.0,George B. Miller Elementary,33.848907000000004,-118.03323999999999,Elementary,public,84.18,24.6,567.0,42.5,2.82,43.92,27.87,19.58,5.47,0.34
90623,30.0,18.7,26.3,50580.0,LA PALMA INTERCOMMUNITY HOSPITAL,"7901 WALKER STREET LA PALMA, CA 90623 (33.847585, -118.03725)",CA,ORANGE,"83,767","15,882",39.7,28.5,5.0,46.0,16.3,4.2,60263000177.0,John F. Kennedy High,33.840992,-118.03773799999999,High,public,84.64,29.2,2457.0,45.8,3.87,34.47,39.19,17.7,4.11,0.66
90623,30.0,18.7,26.3,50580.0,LA PALMA INTERCOMMUNITY HOSPITAL,"7901 WALKER STREET LA PALMA, CA 90623 (33.847585, -118.03725)",CA,ORANGE,"83,767","15,882",39.7,28.5,5.0,46.0,16.3,4.2,60807000778.0,Los Coyotes Elementary,33.844505,-118.04511299999999,Elementary,public,97.31,26.7,522.0,20.7,0.96,56.51,17.24,19.16,5.17,0.96
90623,30.0,18.7,26.3,50580.0,LA PALMA INTERCOMMUNITY HOSPITAL,"7901 WALKER STREET LA PALMA, CA 90623 (33.847585, -118.03725)",CA,ORANGE,"83,767","15,882",39.7,28.5,5.0,46.0,16.3,4.2,61044001170.0,Steve Luther Elementary,33.846802000000004,-118.051576,Elementary,public,73.33,27.6,498.0,43.2,1.81,29.52,43.57,15.46,8.43,1.21
90623,30.0,18.7,26.3,50580.0,LA PALMA INTERCOMMUNITY HOSPITAL,"7901 WALKER STREET LA PALMA, CA 90623 (33.847585, -118.03725)",CA,ORANGE,"83,767","15,882",39.7,28.5,5.0,46.0,16.3,4.2,60263000191.0,Walker Junior High,33.8428,-118.03641,Middle,public,63.13,27.7,1139.0,47.5,3.42,29.94,42.58,18.53,4.57,0.96
92694,31.0,8.2,14.0,,,,,,"137,122","27,582",33.6,66.1,1.1,12.1,15.9,4.8,60744008751.0,Chaparral Elementary,33.561738,-117.63467800000001,Elementary,public,93.24,31.0,806.0,3.3,0.5,10.17,9.68,70.6,9.06,0.0
92694,31.0,8.2,14.0,,,,,,"137,122","27,582",33.6,66.1,1.1,12.1,15.9,4.8,60744011248.0,Ladera Ranch Elementary,33.553635,-117.63723700000001,Elementary,public,93.26,30.5,825.0,8.6,1.45,9.7,12.36,66.3,10.06,0.13
92694,31.0,8.2,14.0,,,,,,"137,122","27,582",33.6,66.1,1.1,12.1,15.9,4.8,60744011233.0,Ladera Ranch Middle,33.553646,-117.637248,Middle,public,96.47,25.3,1559.0,6.0,0.71,9.49,12.06,72.29,5.26,0.19
92694,31.0,8.2,14.0,,,,,,"137,122","27,582",33.6,66.1,1.1,12.1,15.9,4.8,60744010984.0,Oso Grande Elementary,33.570127,-117.638674,Elementary,public,94.44,30.5,1160.0,3.3,0.52,8.71,8.71,70.78,11.03,0.25
92651,28.0,19.9,27.8,,,,,,"98,697","24,828",50.5,85.5,0.7,4.0,6.7,3.1,62037002453.0,El Morro Elementary,33.564819,-117.824025,Elementary,public,94.18,19.5,529.0,13.2,1.32,6.81,13.61,70.13,7.18,0.95
92651,28.0,19.9,27.8,,,,,,"98,697","24,828",50.5,85.5,0.7,4.0,6.7,3.1,62037002454.0,Laguna Beach High,33.541787,-117.776071,High,public,92.72,22.3,1116.0,6.9,1.25,3.58,10.48,80.47,3.32,0.9
92651,28.0,19.9,27.8,,,,,,"98,697","24,828",50.5,85.5,0.7,4.0,6.7,3.1,62037002455.0,Thurston Middle,33.549886,-117.76471299999999,Middle,public,95.29,22.2,766.0,9.1,1.44,7.05,9.66,75.98,5.22,0.65
92651,28.0,19.9,27.8,,,,,,"98,697","24,828",50.5,85.5,0.7,4.0,6.7,3.1,62037002456.0,Top of the World Elementary,33.546259,-117.75228700000001,Elementary,public,97.7,21.9,607.0,5.4,0.33,4.94,8.57,75.78,10.38,0.0
92653,24.0,19.9,26.0,50603.0,MEMORIALCARE SADDLEBACK MEDICAL CENTER,"24451 HEALTH CENTER DRIVE LAGUNA HILLS, CA 92653 (33.607762, -117.708258)",CA,ORANGE,"92,806","29,554",42.4,61.6,1.0,13.0,19.5,4.9,63386005303.0,Laguna Hills High,33.593163,-117.70363799999998,High,public,88.06,24.4,1606.0,30.8,1.49,10.96,40.41,41.16,5.6,0.38
92653,24.0,19.9,26.0,50603.0,MEMORIALCARE SADDLEBACK MEDICAL CENTER,"24451 HEALTH CENTER DRIVE LAGUNA HILLS, CA 92653 (33.607762, -117.708258)",CA,ORANGE,"92,806","29,554",42.4,61.6,1.0,13.0,19.5,4.9,63386005305.0,Lomarena Elementary,33.595585,-117.693242,Elementary,public,68.85,30.1,634.0,30.8,1.42,14.35,38.17,38.49,7.41,0.16
92653,24.0,19.9,26.0,50603.0,MEMORIALCARE SADDLEBACK MEDICAL CENTER,"24451 HEALTH CENTER DRIVE LAGUNA HILLS, CA 92653 (33.607762, -117.708258)",CA,ORANGE,"92,806","29,554",42.4,61.6,1.0,13.0,19.5,4.9,63386005312.0,San Joaquin Elementary,33.616687,-117.74264,Elementary,public,33.33,30.7,338.0,61.8,2.37,9.17,61.83,21.6,4.73,0.3
92653,24.0,19.9,26.0,50603.0,MEMORIALCARE SADDLEBACK MEDICAL CENTER,"24451 HEALTH CENTER DRIVE LAGUNA HILLS, CA 92653 (33.607762, -117.708258)",CA,ORANGE,"92,806","29,554",42.4,61.6,1.0,13.0,19.5,4.9,63386005317.0,Valencia Elementary,33.592648,-117.68213300000001,Elementary,public,87.28,27.7,610.0,13.6,0.66,13.93,17.21,55.9,12.3,-0.0
92677,29.0,16.8,22.9,,,,,,"98,264","66,077",43.4,68.5,2.4,8.8,15.7,4.6,60744012651.0,Community Roots Academy,33.535920000000004,-117.696441,Elementary,charter,87.52,21.6,631.0,2.1,0.63,3.8,10.94,71.95,12.36,0.32
92677,29.0,16.8,22.9,,,,,,"98,264","66,077",43.4,68.5,2.4,8.8,15.7,4.6,60744009523.0,George White Elementary,33.516053,-117.68563799999998,Elementary,public,81.04,29.5,621.0,17.4,0.48,4.51,21.26,65.54,8.21,-0.0
92677,29.0,16.8,22.9,,,,,,"98,264","66,077",43.4,68.5,2.4,8.8,15.7,4.6,60744003367.0,Hidden Hills Elementary,33.527344,-117.690894,Elementary,public,63.27,28.9,347.0,70.6,0.86,1.73,71.76,20.46,4.32,0.87
92677,29.0,16.8,22.9,,,,,,"98,264","66,077",43.4,68.5,2.4,8.8,15.7,4.6,60744003383.0,John Malcom Elementary,33.495329999999996,-117.707311,Elementary,public,88.95,30.0,660.0,10.9,0.3,3.03,10.91,75.15,10.45,0.16
92677,29.0,16.8,22.9,,,,,,"98,264","66,077",43.4,68.5,2.4,8.8,15.7,4.6,60744010569.0,Laguna Niguel Elementary,33.556661,-117.704443,Elementary,public,88.15,31.0,527.0,22.2,0.95,11.57,22.39,56.93,7.78,0.38
92677,29.0,16.8,22.9,,,,,,"98,264","66,077",43.4,68.5,2.4,8.8,15.7,4.6,60744009118.0,Marian Bergeson Elementary,33.553608000000004,-117.688382,Elementary,public,84.45,27.5,689.0,12.5,0.58,22.64,17.27,42.53,16.11,0.87
92677,29.0,16.8,22.9,,,,,,"98,264","66,077",43.4,68.5,2.4,8.8,15.7,4.6,60744000695.0,Moulton Elementary,33.529099,-117.72381499999999,Elementary,public,89.15,29.9,659.0,15.5,1.06,8.65,15.78,64.95,9.1,0.46
92677,29.0,16.8,22.9,,,,,,"98,264","66,077",43.4,68.5,2.4,8.8,15.7,4.6,60744000696.0,Niguel Hills Middle,33.541645,-117.68658700000002,Middle,public,84.0,23.4,1139.0,23.7,0.88,5.97,28.8,59.26,5.09,0.0
92637,26.0,23.9,29.1,,,,,,"36,737","16,314",74.5,80.3,0.8,13.4,4.6,0.9,,,,,,,,,,,,,,,,
92630,25.0,23.4,27.7,,,,,,"84,785","62,230",38.9,53.6,2.2,13.3,27.2,3.7,63386005296.0,El Toro High,33.637788,-117.68797099999999,High,public,87.07,24.4,2486.0,23.4,2.17,12.23,33.35,46.26,5.59,0.4
92630,25.0,23.4,27.7,,,,,,"84,785","62,230",38.9,53.6,2.2,13.3,27.2,3.7,63386005300.0,La Madera Elementary,33.639511,-117.68949199999999,Elementary,public,85.55,26.5,584.0,24.3,1.37,14.04,27.4,46.92,9.42,0.85
92630,25.0,23.4,27.7,,,,,,"84,785","62,230",38.9,53.6,2.2,13.3,27.2,3.7,63386000769.0,Lake Forest Elementary,33.644515000000006,-117.671383,Elementary,public,72.17,29.7,833.0,34.0,3.36,16.69,35.77,39.62,3.96,0.6
92630,25.0,23.4,27.7,,,,,,"84,785","62,230",38.9,53.6,2.2,13.3,27.2,3.7,63386005310.0,Olivewood Elementary,33.623251,-117.70571100000001,Elementary,public,33.49,28.2,509.0,73.7,0.59,7.47,83.5,6.29,2.16,0.0
92630,25.0,23.4,27.7,,,,,,"84,785","62,230",38.9,53.6,2.2,13.3,27.2,3.7,63386005298.0,Ralph A. Gates Elementary,33.615596000000004,-117.697801,Elementary,charter,56.97,29.5,1033.0,55.0,0.48,2.52,78.7,14.52,3.48,0.3
92630,25.0,23.4,27.7,,,,,,"84,785","62,230",38.9,53.6,2.2,13.3,27.2,3.7,63386005311.0,Rancho Canada Elementary,33.646116,-117.692132,Elementary,public,79.61,27.0,648.0,20.4,1.39,11.73,28.86,48.46,9.26,0.3
92630,25.0,23.4,27.7,,,,,,"84,785","62,230",38.9,53.6,2.2,13.3,27.2,3.7,63386005313.0,Santiago Elementary,33.632784,-117.69393000000001,Elementary,public,42.66,28.5,400.0,51.2,2.0,8.5,57.5,26.0,6.0,0.0
92630,25.0,23.4,27.7,,,,,,"84,785","62,230",38.9,53.6,2.2,13.3,27.2,3.7,63386005314.0,Serrano Intermediate,33.635967,-117.701021,Middle,public,82.51,24.3,1181.0,26.9,1.78,11.85,35.73,44.79,5.17,0.68
92610,28.0,11.3,15.7,,,,,,"120,984","12,025",37.4,62.1,0.6,23.9,10.4,3.0,,,,,,,,,,,,,,,,
